test	analysis	variable	value
imp2	2nes_pos_100	d_0	0.10175846472964332
slim	2nes_pos_100	d_0	0.09483928320778552
imp1	2nes_pos_100	d_0	0.13683436108256253
imp2	2nes_pos_100	d_0	0.10136601887321312
slim	2nes_pos_100	d_0	0.09459964495935719
imp1	2nes_pos_100	d_0	0.14118133033820043
imp2	2nes_pos_100	d_0	0.10152775177836017
slim	2nes_pos_100	d_0	0.0950330712592038
imp1	2nes_pos_100	d_0	0.1420491963661775
imp2	2nes_pos_100	d_0	0.10552861246991226
slim	2nes_pos_100	d_0	0.0951937262209799
imp1	2nes_pos_100	d_0	0.13783403846451872
imp2	2nes_pos_100	d_0	0.10246033443364794
slim	2nes_pos_100	d_0	0.09340276163466456
imp1	2nes_pos_100	d_0	0.1380277148362235
imp2	2nes_pos_100	d_0	0.09610406165703275
slim	2nes_pos_100	d_0	0.09336416184971098
imp1	2nes_pos_100	d_0	0.14010422788889942
imp2	2nes_pos_100	d_0	0.10335305084210193
slim	2nes_pos_100	d_0	0.09650203810787751
imp1	2nes_pos_100	d_0	0.13768026227877997
imp2	2nes_pos_100	d_0	0.10487819885330724
slim	2nes_pos_100	d_0	0.09288522195807888
imp1	2nes_pos_100	d_0	0.13779535983081417
imp2	2nes_pos_100	d_0	0.09772193195247869
slim	2nes_pos_100	d_0	0.09390744541892143
imp1	2nes_pos_100	d_0	0.13874788922661263
imp2	2nes_pos_100	d_0	0.10214439225077523
slim	2nes_pos_100	d_0	0.09439378588314758
imp1	2nes_pos_100	d_0	0.14314201950278949
imp2	2nes_pos_100	d_0	0.10454106807010889
slim	2nes_pos_100	d_0	0.09792486526638534
imp1	2nes_pos_100	d_0	0.14139175672124052
imp2	2nes_pos_100	d_0	0.10210505078614164
slim	2nes_pos_100	d_0	0.09464619760988204
imp1	2nes_pos_100	d_0	0.13803770419841344
imp2	2nes_pos_100	d_0	0.10314960963220769
slim	2nes_pos_100	d_0	0.09293575392719405
imp1	2nes_pos_100	d_0	0.14088776822371987
imp2	2nes_pos_100	d_0	0.10366552017971957
slim	2nes_pos_100	d_0	0.09463165233557982
imp1	2nes_pos_100	d_0	0.13530359425169117
imp2	2nes_pos_100	d_0	0.10021222606689735
slim	2nes_pos_100	d_0	0.09143053087689765
imp1	2nes_pos_100	d_0	0.13942842861605748
imp2	2nes_pos_100	d_0	0.10232617931896282
slim	2nes_pos_100	d_0	0.09429865666979068
imp1	2nes_pos_100	d_0	0.1345075834958368
imp2	2nes_pos_100	d_0	0.10127904169375058
slim	2nes_pos_100	d_0	0.09049122481196026
imp1	2nes_pos_100	d_0	0.1390801725074076
imp2	2nes_pos_100	d_0	0.102072431392625
slim	2nes_pos_100	d_0	0.09574781650920712
imp1	2nes_pos_100	d_0	0.13984873234643524
imp2	2nes_pos_100	d_0	0.10179525732052531
slim	2nes_pos_100	d_0	0.0951010874441196
imp1	2nes_pos_100	d_0	0.14160962949148329
imp2	2nes_pos_100	d_0	0.10409240954867587
slim	2nes_pos_100	d_0	0.09310891458411041
imp1	2nes_pos_100	d_0	0.139180277856003
imp2	2nes_pos_100	d_0	0.10115294596201382
slim	2nes_pos_100	d_0	0.0941988172345818
imp1	2nes_pos_100	d_0	0.13943168537241443
imp2	2nes_pos_100	d_0	0.10007698729245895
slim	2nes_pos_100	d_0	0.09442537797977923
imp1	2nes_pos_100	d_0	0.13518643211464265
imp2	2nes_pos_100	d_0	0.0958904097005328
slim	2nes_pos_100	d_0	0.09036070794292363
imp1	2nes_pos_100	d_0	0.13651103921115476
imp2	2nes_pos_100	d_0	0.10227791387412372
slim	2nes_pos_100	d_0	0.09382944303212387
imp1	2nes_pos_100	d_0	0.13964409592951105
imp2	2nes_pos_100	d_0	0.10418714321171507
slim	2nes_pos_100	d_0	0.09406800694961528
imp1	2nes_pos_100	d_0	0.1408079649319157
imp2	2nes_pos_100	d_0	0.10093266181682523
slim	2nes_pos_100	d_0	0.09494497295280731
imp1	2nes_pos_100	d_0	0.1390743278457341
imp2	2nes_pos_100	d_0	0.10078115515497103
slim	2nes_pos_100	d_0	0.09499064962138631
imp1	2nes_pos_100	d_0	0.14069743589743589
imp2	2nes_pos_100	d_0	0.09951486559764505
slim	2nes_pos_100	d_0	0.09721899449996126
imp1	2nes_pos_100	d_0	0.13873928891360085
imp2	2nes_pos_100	d_0	0.10380534704846632
slim	2nes_pos_100	d_0	0.09356562567571741
imp1	2nes_pos_100	d_0	0.14000040646593503
imp2	2nes_pos_100	d_0	0.10039005096457493
slim	2nes_pos_100	d_0	0.0944876965888128
imp1	2nes_pos_100	d_0	0.13921070093457943
imp2	2nes_pos_100	d_0	0.09865327102803738
slim	2nes_pos_100	d_0	0.09566978193146417
imp1	2nes_pos_100	d_0	0.1435446710309424
imp2	2nes_pos_100	d_0	0.11160176768866073
slim	2nes_pos_100	d_0	0.09775663668189452
imp1	2nes_pos_100	d_0	0.1433503907038884
imp2	2nes_pos_100	d_0	0.10740375324291995
slim	2nes_pos_100	d_0	0.09588168585232479
imp1	2nes_pos_100	d_0	0.13883407110572668
imp2	2nes_pos_100	d_0	0.09841827811689421
slim	2nes_pos_100	d_0	0.09317677026544274
imp1	2nes_pos_100	d_0	0.13798815764838046
imp2	2nes_pos_100	d_0	0.10181746551831743
slim	2nes_pos_100	d_0	0.09405229981901017
imp1	2nes_pos_100	d_0	0.1376163735616141
imp2	2nes_pos_100	d_0	0.10084412704320586
slim	2nes_pos_100	d_0	0.09483266648056822
imp1	2nes_pos_100	d_0	0.1387353431530002
imp2	2nes_pos_100	d_0	0.10109903791737408
slim	2nes_pos_100	d_0	0.0938527661787424
imp1	2nes_pos_100	d_0	0.13982645507613817
imp2	2nes_pos_100	d_0	0.10659832229995149
slim	2nes_pos_100	d_0	0.09479318277853419
imp1	2nes_pos_100	d_0	0.1416338522803882
imp2	2nes_pos_100	d_0	0.10016228462129408
slim	2nes_pos_100	d_0	0.09453929730492451
imp1	2nes_pos_100	d_0	0.13923135606414447
imp2	2nes_pos_100	d_0	0.1019807877938658
slim	2nes_pos_100	d_0	0.0926047018527168
imp1	2nes_pos_100	d_0	0.13733118731047353
imp2	2nes_pos_100	d_0	0.10113681673275796
slim	2nes_pos_100	d_0	0.09319648549879479
imp1	base	d_0	0.1389975605762934
imp2	base	d_0	0.09910094957432874
slim	base	d_0	0.09482645710543548
imp1	base	d_0	0.13990282753945968
imp2	base	d_0	0.09571090345695749
slim	base	d_0	0.09405764823601562
imp1	base	d_0	0.14110927397463108
imp2	base	d_0	0.0972765246861787
slim	base	d_0	0.0947962423703996
imp1	base	d_0	0.13621155218265552
imp2	base	d_0	0.0967874748654083
slim	base	d_0	0.09358176039436984
imp1	base	d_0	0.13759614889232355
imp2	base	d_0	0.10115369010819165
slim	base	d_0	0.09341190108191652
imp1	base	d_0	0.1392244206686534
imp2	base	d_0	0.10329897242985328
slim	base	d_0	0.09450062696435259
imp1	base	d_0	0.13956268050320622
imp2	base	d_0	0.10098118687486743
slim	base	d_0	0.09338032535447974
imp1	base	d_0	0.14002096642096643
imp2	base	d_0	0.10094299754299754
slim	base	d_0	0.09375921375921376
imp1	base	d_0	0.13936286755771568
imp2	base	d_0	0.09994404212231672
slim	base	d_0	0.0932847306601863
imp1	base	d_0	0.13907712615195245
imp2	base	d_0	0.09344602627018447
slim	base	d_0	0.09393777432259527
imp1	base	d_0	0.14013414418327783
imp2	base	d_0	0.09325435590520778
slim	base	d_0	0.0964975787119713
imp1	base	d_0	0.1411599858334138
imp2	base	d_0	0.10074938021185487
slim	base	d_0	0.096220097234296
imp1	base	d_0	0.13860698966660168
imp2	base	d_0	0.1026794859296809
slim	base	d_0	0.09317930720738285
imp1	base	d_0	0.13799003831417625
imp2	base	d_0	0.10163277084861824
slim	base	d_0	0.09374745251487732
imp1	base	d_0	0.13805729945191828
imp2	base	d_0	0.09960816175643313
slim	base	d_0	0.09409003969976051
imp1	base	d_0	0.1382547384505348
imp2	base	d_0	0.1012371826132189
slim	base	d_0	0.09389121883026105
imp1	base	d_0	0.1380473592818295
imp2	base	d_0	0.09145632658410327
slim	base	d_0	0.09507895943909311
imp1	base	d_0	0.13947213020308225
imp2	base	d_0	0.09688416790692464
slim	base	d_0	0.0948517291596652
imp1	base	d_0	0.13919366879735987
imp2	base	d_0	0.0981019048076769
slim	base	d_0	0.09533650534275324
imp1	base	d_0	0.13794004314148445
imp2	base	d_0	0.09868559009053175
slim	base	d_0	0.09411053371245545
imp1	base	d_0	0.14136474095560386
imp2	base	d_0	0.0973260655869793
slim	base	d_0	0.09535089839658367
imp1	base	d_0	0.13768162217161684
imp2	base	d_0	0.09898494759113007
slim	base	d_0	0.09128349241726827
imp1	base	d_0	0.13963673350770126
imp2	base	d_0	0.09816198456521037
slim	base	d_0	0.0948044819012561
imp1	base	d_0	0.13658246556936512
imp2	base	d_0	0.09656765359822128
slim	base	d_0	0.09357454772301933
imp1	base	d_0	0.13876114483388813
imp2	base	d_0	0.09869145290777365
slim	base	d_0	0.0953103583317016
imp1	base	d_0	0.14000915858556173
imp2	base	d_0	0.09674545335814803
slim	base	d_0	0.09458974107813367
imp1	base	d_0	0.1357715183752418
imp2	base	d_0	0.09536468407479046
slim	base	d_0	0.09195680206318503
imp1	base	d_0	0.1366500597718975
imp2	base	d_0	0.09891627087977771
slim	base	d_0	0.09263028658201673
imp1	base	d_0	0.14160408471020194
imp2	base	d_0	0.10002794715447154
slim	base	d_0	0.09434828219249933
imp1	base	d_0	0.1378923214576216
imp2	base	d_0	0.09555235074019847
slim	base	d_0	0.09315113063282901
imp1	base	d_0	0.14211178583088474
imp2	base	d_0	0.1015305746000653
slim	base	d_0	0.09438459027097618
imp1	base	d_0	0.14089707104787053
imp2	base	d_0	0.09966687855524588
slim	base	d_0	0.09575733867944516
imp1	base	d_0	0.13750783368239897
imp2	base	d_0	0.09998645950026788
slim	base	d_0	0.09471855568002857
imp1	base	d_0	0.13893675857517665
imp2	base	d_0	0.0935731002623658
slim	base	d_0	0.09586814106588117
imp1	base	d_0	0.14487431640305204
imp2	base	d_0	0.10636516357206012
slim	base	d_0	0.09616203294364213
imp1	base	d_0	0.13579128451497063
imp2	base	d_0	0.09464601025541483
slim	base	d_0	0.09364131929279695
imp1	base	d_0	0.14193323502908167
imp2	base	d_0	0.10348196936184156
slim	base	d_0	0.09469976243139183
imp1	base	d_0	0.1422410958008467
imp2	base	d_0	0.10398948985763089
slim	base	d_0	0.09632390199251376
imp1	base	d_0	0.13896070670013513
imp2	base	d_0	0.09844385981849778
slim	base	d_0	0.0925854412048658
imp1	base	d_0	0.13905466411502038
imp2	base	d_0	0.09805561280403029
slim	base	d_0	0.09531053208368091
imp1	base	d_0	0.13752476729805377
imp2	base	d_0	0.09252862396667319
slim	base	d_0	0.0948057020113259
imp1	base	d_0	0.13748361788216718
imp2	base	d_0	0.09691935589986513
slim	base	d_0	0.09403269844402776
imp1	base	d_0	0.1376324682477968
imp2	base	d_0	0.09689609253499222
slim	base	d_0	0.09353939865215136
imp1	base	d_0	0.14265572696603449
imp2	base	d_0	0.09867703317939144
slim	base	d_0	0.09631194523598964
imp1	base	d_0	0.13873977945779362
imp2	base	d_0	0.0992749233559654
slim	base	d_0	0.09301616346447086
imp1	base	d_0	0.14184303830867923
imp2	base	d_0	0.10350952357393757
slim	base	d_0	0.09498837381882946
imp1	base	d_0	0.1405512340343801
imp2	base	d_0	0.10086396811677711
slim	base	d_0	0.09540958417362912
imp1	base	d_0	0.13676866058134265
imp2	base	d_0	0.09225888522043116
slim	base	d_0	0.09325435359616753
imp1	base	d_0	0.1395873023715415
imp2	base	d_0	0.10006266469038208
slim	base	d_0	0.09476284584980238
imp1	base	d_0	0.1393883764752554
imp2	base	d_0	0.09867380739859169
slim	base	d_0	0.09466428642269166
imp1	base	d_0	0.1398610549501126
imp2	base	d_0	0.09582142446208722
slim	base	d_0	0.0940710422933412
imp1	base	d_0	0.13838780363791434
imp2	base	d_0	0.09749671144352048
slim	base	d_0	0.09463825878725253
imp1	base	d_0	0.13942339368639062
imp2	base	d_0	0.10048209633836545
slim	base	d_0	0.09510865168357521
imp1	base	d_0	0.1367587545504333
imp2	base	d_0	0.09821428111207757
slim	base	d_0	0.0926355465352276
imp1	base	d_0	0.14103319733241573
imp2	base	d_0	0.10174195874092644
slim	base	d_0	0.09484015795769224
imp1	base	d_0	0.13956162801885885
imp2	base	d_0	0.09649122807017543
slim	base	d_0	0.09381314346194554
imp1	base	d_0	0.14420695235736108
imp2	base	d_0	0.09955042523325902
slim	base	d_0	0.09616051523408471
imp1	base	d_0	0.13931150285760285
imp2	base	d_0	0.10306157932866457
slim	base	d_0	0.09376157127907911
imp1	base	d_0	0.13941524258495386
imp2	base	d_0	0.09723931120277614
slim	base	d_0	0.09542984351469914
imp1	base	d_0	0.1383907817894363
imp2	base	d_0	0.09543958313167489
slim	base	d_0	0.09473106830574646
imp1	base	d_0	0.14143003396170695
imp2	base	d_0	0.09985498187068302
slim	base	d_0	0.09405916227789536
imp1	base	d_0	0.13651280693307655
imp2	base	d_0	0.09568833253089391
slim	base	d_0	0.0934520943668753
imp1	base	d_0	0.14036464452013095
imp2	base	d_0	0.09666597561577571
slim	base	d_0	0.0966154959935502
imp1	base	d_0	0.14248710956866634
imp2	base	d_0	0.10146759213353165
slim	base	d_0	0.09547182283920014
imp1	base	d_0	0.13808797616171375
imp2	base	d_0	0.10023450108721914
slim	base	d_0	0.09470886687605702
imp1	base	d_0	0.13739361840606593
imp2	base	d_0	0.09807956653324221
slim	base	d_0	0.09463373360669075
imp1	base	d_0	0.1404382749414443
imp2	base	d_0	0.09794101845937137
slim	base	d_0	0.09424598299837846
imp1	base	d_0	0.1341224152994855
imp2	base	d_0	0.09866721677507038
slim	base	d_0	0.09199754069184221
imp1	base	d_0	0.14212965959046264
imp2	base	d_0	0.10061832622444478
slim	base	d_0	0.09795558170319164
imp1	base	d_0	0.1384850636194181
imp2	base	d_0	0.09703612934597618
slim	base	d_0	0.09480508955344841
imp1	base	d_0	0.14139446813377118
imp2	base	d_0	0.09541359930729142
slim	base	d_0	0.09482265679883678
imp1	base	d_0	0.13947744581136498
imp2	base	d_0	0.0956205330990041
slim	base	d_0	0.09417106033977737
imp1	base	d_0	0.14417357563850688
imp2	base	d_0	0.10203519973804848
slim	base	d_0	0.09800261951538965
imp1	base	d_0	0.1393579836858301
imp2	base	d_0	0.09949409791758251
slim	base	d_0	0.09337501424640583
imp1	base	d_0	0.13876281218420672
imp2	base	d_0	0.10090382240187351
slim	base	d_0	0.09401215854225815
imp1	base	d_0	0.13859373722508384
imp2	base	d_0	0.10286320006540757
slim	base	d_0	0.09412149456299565
imp1	base	d_0	0.13619910969177917
imp2	base	d_0	0.09368816631989807
slim	base	d_0	0.09201464492508185
imp1	base	d_0	0.13921083065328266
imp2	base	d_0	0.10006774843257642
slim	base	d_0	0.09386674463177727
imp1	base	d_0	0.13936717041644398
imp2	base	d_0	0.10388888348964154
slim	base	d_0	0.09373633315515817
imp1	base	d_0	0.1428076767480622
imp2	base	d_0	0.10567420748580028
slim	base	d_0	0.09712445587973526
imp1	base	d_0	0.13932275645690811
imp2	base	d_0	0.09827739233095596
slim	base	d_0	0.09514337004512154
imp1	base	d_0	0.1432129470214964
imp2	base	d_0	0.10211074491285028
slim	base	d_0	0.09582370013281519
imp1	base	d_0	0.13916725208102776
imp2	base	d_0	0.0947474698872476
slim	base	d_0	0.09419557651285505
imp1	base	d_0	0.13735116791395338
imp2	base	d_0	0.10115882657854666
slim	base	d_0	0.09471280007775293
imp1	base	d_0	0.1364442654691593
imp2	base	d_0	0.09910844275231448
slim	base	d_0	0.09287190250728103
imp1	base	d_0	0.13751361529548087
imp2	base	d_0	0.09713159842925197
slim	base	d_0	0.09429316338354576
imp1	base	d_0	0.14006850986625563
imp2	base	d_0	0.1038074755551274
slim	base	d_0	0.09432750509769922
imp1	base	d_0	0.13971510817034802
imp2	base	d_0	0.09682373260679186
slim	base	d_0	0.09321786513574
imp1	base	d_0	0.1377429881078309
imp2	base	d_0	0.0939429752860852
slim	base	d_0	0.09177164470942718
imp1	base	d_0	0.14091808268229167
imp2	base	d_0	0.09989075520833332
slim	base	d_0	0.09514973958333334
imp1	base	d_0	0.142239689709348
imp2	base	d_0	0.10219029850746268
slim	base	d_0	0.09624574495941346
imp1	base	d_0	0.14111133278185978
imp2	base	d_0	0.09888097902778453
slim	base	d_0	0.09524272946977437
imp1	base	d_0	0.13899772820135653
imp2	base	d_0	0.09715590422489173
slim	base	d_0	0.09280052300400424
imp1	base	d_0	0.1418504102363743
imp2	base	d_0	0.10456287035228234
slim	base	d_0	0.09404506088428728
imp1	base	d_0	0.14025783792492347
imp2	base	d_0	0.09819967778314806
slim	base	d_0	0.09471564362816176
imp1	base	d_0	0.1455549804462848
imp2	base	d_0	0.10170194551250453
slim	base	d_0	0.09683196950277695
imp1	base	d_0	0.14055116534314674
imp2	base	d_0	0.09719384724643296
slim	base	d_0	0.0944541287365227
imp1	base	d_0	0.13992387043870438
imp2	base	d_0	0.10059872078720786
slim	base	d_0	0.09717097170971709
imp1	base	d_0	0.14131005737262786
imp2	base	d_0	0.10085012831200249
slim	base	d_0	0.09720655780578302
imp1	base	d_0	0.13970792543051924
imp2	base	d_0	0.09830278504733288
slim	base	d_0	0.09414881587024651
imp1	alpha_0.1	d_0	0.13849245637750746
imp2	alpha_0.1	d_0	0.09820141705122827
slim	alpha_0.1	d_0	0.09450115756925993
imp1	alpha_0.1	d_0	0.13697796438846124
imp2	alpha_0.1	d_0	0.10108395925666744
slim	alpha_0.1	d_0	0.0952492030168727
imp1	alpha_0.1	d_0	0.13602101250522985
imp2	alpha_0.1	d_0	0.09686453442424806
slim	alpha_0.1	d_0	0.09458726543009002
imp1	alpha_0.1	d_0	0.1341421468083784
imp2	alpha_0.1	d_0	0.09204580769469824
slim	alpha_0.1	d_0	0.0917086207968177
imp1	alpha_0.1	d_0	0.13991641249433
imp2	alpha_0.1	d_0	0.10068634351586818
slim	alpha_0.1	d_0	0.09503699185084385
imp1	alpha_0.1	d_0	0.1349479527038455
imp2	alpha_0.1	d_0	0.09339422175069576
slim	alpha_0.1	d_0	0.09311622614819257
imp1	alpha_0.1	d_0	0.13587064630856022
imp2	alpha_0.1	d_0	0.09463199043414275
slim	alpha_0.1	d_0	0.09254660289428501
imp1	alpha_0.1	d_0	0.13809495438465832
imp2	alpha_0.1	d_0	0.099554055731397
slim	alpha_0.1	d_0	0.09369763544963694
imp1	alpha_0.1	d_0	0.13615924388249354
imp2	alpha_0.1	d_0	0.09585523998238663
slim	alpha_0.1	d_0	0.09248600364848714
imp1	alpha_0.1	d_0	0.13524065297525012
imp2	alpha_0.1	d_0	0.09972570702846699
slim	alpha_0.1	d_0	0.09319146299910169
imp1	alpha_0.1	d_0	0.13696531827866684
imp2	alpha_0.1	d_0	0.09743020886794507
slim	alpha_0.1	d_0	0.09527364344702095
imp1	alpha_0.1	d_0	0.1355011872822031
imp2	alpha_0.1	d_0	0.09771844450612144
slim	alpha_0.1	d_0	0.0934560705584852
imp1	alpha_0.1	d_0	0.132248668452326
imp2	alpha_0.1	d_0	0.09661836150364829
slim	alpha_0.1	d_0	0.09199224161817678
imp1	alpha_0.1	d_0	0.13700369100568324
imp2	alpha_0.1	d_0	0.09736710835186559
slim	alpha_0.1	d_0	0.0937886088460588
imp1	alpha_0.1	d_0	0.1349940611165101
imp2	alpha_0.1	d_0	0.09561290820182948
slim	alpha_0.1	d_0	0.09315562959877828
imp1	alpha_0.1	d_0	0.13716904850862444
imp2	alpha_0.1	d_0	0.09625224173360733
slim	alpha_0.1	d_0	0.0937013512672022
imp1	alpha_0.1	d_0	0.13310497426567772
imp2	alpha_0.1	d_0	0.09476814230846978
slim	alpha_0.1	d_0	0.09269020851798293
imp1	alpha_0.1	d_0	0.1315081304575889
imp2	alpha_0.1	d_0	0.09199072788422968
slim	alpha_0.1	d_0	0.08974358974358973
imp1	alpha_0.1	d_0	0.13528986712242289
imp2	alpha_0.1	d_0	0.09644701063944448
slim	alpha_0.1	d_0	0.09392273700093923
imp1	alpha_0.1	d_0	0.1371936644072486
imp2	alpha_0.1	d_0	0.09746295015447042
slim	alpha_0.1	d_0	0.09480333840549637
imp1	alpha_0.1	d_0	0.13848411053540588
imp2	alpha_0.1	d_0	0.10343710158580625
slim	alpha_0.1	d_0	0.0963259538389072
imp1	alpha_0.1	d_0	0.14007026311692355
imp2	alpha_0.1	d_0	0.10439560952825783
slim	alpha_0.1	d_0	0.09626342830453058
imp1	alpha_0.1	d_0	0.13414436781609196
imp2	alpha_0.1	d_0	0.09337330268199234
slim	alpha_0.1	d_0	0.09150957854406129
imp1	alpha_0.1	d_0	0.1351767497588149
imp2	alpha_0.1	d_0	0.10005094451187253
slim	alpha_0.1	d_0	0.09399993775869044
imp1	alpha_0.1	d_0	0.1341361985472155
imp2	alpha_0.1	d_0	0.093734525361644
slim	alpha_0.1	d_0	0.09318929657912708
imp1	alpha_0.1	d_0	0.13831430175964057
imp2	alpha_0.1	d_0	0.09998737988269063
slim	alpha_0.1	d_0	0.09325471109447148
imp1	alpha_0.1	d_0	0.13487747066330502
imp2	alpha_0.1	d_0	0.09989746941824633
slim	alpha_0.1	d_0	0.09376848133968313
imp1	alpha_0.1	d_0	0.13462679913986594
imp2	alpha_0.1	d_0	0.09963146081524384
slim	alpha_0.1	d_0	0.09398690963883788
imp1	alpha_0.1	d_0	0.14030522182960345
imp2	alpha_0.1	d_0	0.10222988614055752
slim	alpha_0.1	d_0	0.09542206517471535
imp1	alpha_0.1	d_0	0.13690512446930173
imp2	alpha_0.1	d_0	0.10070591092102583
slim	alpha_0.1	d_0	0.09377888486785418
imp1	alpha_0.1	d_0	0.1371232796123419
imp2	alpha_0.1	d_0	0.09951171179539578
slim	alpha_0.1	d_0	0.09535088941526171
imp1	alpha_0.1	d_0	0.13622940537183667
imp2	alpha_0.1	d_0	0.09958506443098898
slim	alpha_0.1	d_0	0.0952336593696631
imp1	alpha_0.1	d_0	0.1334617831458602
imp2	alpha_0.1	d_0	0.09647954699121028
slim	alpha_0.1	d_0	0.0916159567275186
imp1	alpha_0.1	d_0	0.13485170585416376
imp2	alpha_0.1	d_0	0.0964352672015335
slim	alpha_0.1	d_0	0.09069548145743479
imp1	alpha_0.1	d_0	0.13240035037573186
imp2	alpha_0.1	d_0	0.09643451200958923
slim	alpha_0.1	d_0	0.09198899697263074
imp1	alpha_0.1	d_0	0.13438992219225643
imp2	alpha_0.1	d_0	0.09780786757184043
slim	alpha_0.1	d_0	0.09228432375461111
imp1	alpha_0.1	d_0	0.13901837332325714
imp2	alpha_0.1	d_0	0.10027456074060079
slim	alpha_0.1	d_0	0.09303167705774923
imp1	alpha_0.1	d_0	0.13781508878033652
imp2	alpha_0.1	d_0	0.09868180196945026
slim	alpha_0.1	d_0	0.09518492672714585
imp1	alpha_0.1	d_0	0.13528650940487205
imp2	alpha_0.1	d_0	0.09929739438791242
slim	alpha_0.1	d_0	0.09341658957755164
imp1	alpha_0.1	d_0	0.13575325589581133
imp2	alpha_0.1	d_0	0.09989979033714401
slim	alpha_0.1	d_0	0.09241999908176851
imp1	alpha_0.1	d_0	0.13728355346924997
imp2	alpha_0.1	d_0	0.0981440471259607
slim	alpha_0.1	d_0	0.0927178731955758
imp1	alpha_0.1	d_0	0.13981312564318457
imp2	alpha_0.1	d_0	0.10004970842298937
slim	alpha_0.1	d_0	0.09636074469080363
imp1	alpha_0.1	d_0	0.1370195813114346
imp2	alpha_0.1	d_0	0.1014492814483016
slim	alpha_0.1	d_0	0.09283625730994151
imp1	alpha_0.1	d_0	0.13645571182997343
imp2	alpha_0.1	d_0	0.09661928426316611
slim	alpha_0.1	d_0	0.0935614939834349
imp1	alpha_0.1	d_0	0.13815424503841983
imp2	alpha_0.1	d_0	0.10151803139584217
slim	alpha_0.1	d_0	0.09513034460000942
imp1	alpha_0.1	d_0	0.13533711396343834
imp2	alpha_0.1	d_0	0.09810738234150136
slim	alpha_0.1	d_0	0.09369117075068067
imp1	alpha_0.1	d_0	0.13540400981488385
imp2	alpha_0.1	d_0	0.10134838178655732
slim	alpha_0.1	d_0	0.0947167349981364
imp1	alpha_0.1	d_0	0.1380839104500736
imp2	alpha_0.1	d_0	0.10328460763808196
slim	alpha_0.1	d_0	0.09511193740800991
imp1	alpha_0.1	d_0	0.13414560775748563
imp2	alpha_0.1	d_0	0.09737335997645491
slim	alpha_0.1	d_0	0.0932354353517047
imp1	alpha_0.1	d_0	0.13578576439227424
imp2	alpha_0.1	d_0	0.09950153548769272
slim	alpha_0.1	d_0	0.0957614304198039
imp1	alpha_0.1	d_0	0.13464083103342533
imp2	alpha_0.1	d_0	0.09493943575590309
slim	alpha_0.1	d_0	0.09294694878871512
imp1	alpha_0.1	d_0	0.13274885277099926
imp2	alpha_0.1	d_0	0.09557705235047655
slim	alpha_0.1	d_0	0.09180901514802706
imp1	alpha_0.1	d_0	0.13573401768157678
imp2	alpha_0.1	d_0	0.09656612011705142
slim	alpha_0.1	d_0	0.09354823726136838
imp1	alpha_0.1	d_0	0.13827692788987955
imp2	alpha_0.1	d_0	0.10052810886907555
slim	alpha_0.1	d_0	0.0947598936336618
imp1	alpha_0.1	d_0	0.13950355877465276
imp2	alpha_0.1	d_0	0.10262360079014203
slim	alpha_0.1	d_0	0.09381368952434704
imp1	alpha_0.1	d_0	0.13825551904475403
imp2	alpha_0.1	d_0	0.10276101880563397
slim	alpha_0.1	d_0	0.09606454698323075
imp1	alpha_0.1	d_0	0.1356809445873276
imp2	alpha_0.1	d_0	0.09450686618346194
slim	alpha_0.1	d_0	0.09367937027511494
imp1	alpha_0.1	d_0	0.13767757184311524
imp2	alpha_0.1	d_0	0.1012176510967581
slim	alpha_0.1	d_0	0.09379387812412243
imp1	alpha_0.1	d_0	0.13725250556792873
imp2	alpha_0.1	d_0	0.09887965540707744
slim	alpha_0.1	d_0	0.09335560504825538
imp1	alpha_0.1	d_0	0.136076850080117
imp2	alpha_0.1	d_0	0.10005065260341314
slim	alpha_0.1	d_0	0.0943513635444377
imp1	alpha_0.1	d_0	0.1340264645902855
imp2	alpha_0.1	d_0	0.09659660425163762
slim	alpha_0.1	d_0	0.09235570386849586
imp1	alpha_0.1	d_0	0.130959523590827
imp2	alpha_0.1	d_0	0.09623733198616087
slim	alpha_0.1	d_0	0.09055142218548115
imp1	alpha_0.1	d_0	0.13411363846082863
imp2	alpha_0.1	d_0	0.09528313493894375
slim	alpha_0.1	d_0	0.09261480729599211
imp1	alpha_0.1	d_0	0.13386287924313162
imp2	alpha_0.1	d_0	0.09981412656589471
slim	alpha_0.1	d_0	0.09331422672152113
imp1	alpha_0.1	d_0	0.13800515528143786
imp2	alpha_0.1	d_0	0.09906694078435037
slim	alpha_0.1	d_0	0.09495997258823163
imp1	alpha_0.1	d_0	0.13613025352286012
imp2	alpha_0.1	d_0	0.10234354808934835
slim	alpha_0.1	d_0	0.09488646852501384
imp1	alpha_0.1	d_0	0.1344858310879866
imp2	alpha_0.1	d_0	0.09350648827774166
slim	alpha_0.1	d_0	0.09394840348106166
imp1	alpha_0.1	d_0	0.13325266953265844
imp2	alpha_0.1	d_0	0.09736908118769165
slim	alpha_0.1	d_0	0.0917887794881277
imp1	alpha_0.1	d_0	0.13525829483410332
imp2	alpha_0.1	d_0	0.09661197442717813
slim	alpha_0.1	d_0	0.09222704434800191
imp1	alpha_0.1	d_0	0.1359442325659759
imp2	alpha_0.1	d_0	0.10051085175144359
slim	alpha_0.1	d_0	0.09341542985801589
imp1	alpha_0.1	d_0	0.13682508745627187
imp2	alpha_0.1	d_0	0.09712479697651175
slim	alpha_0.1	d_0	0.09484320339830084
